LBS,LRS,FROH_chr1,FROH_chr2,FROH_chr3,FROH_chr4,FROH_chr5,FROH_chr6,FROH_chr7,FROH_chr8,FROH_chr9,FROH_chr10,FROH_chr11,FROH_chr12,FROH_chr13,FROH_chr14,FROH_chr15,FROH_chr16,FROH_chr17,FROH_chr18,FROH_chr19,FROH_chr20,FROH_chr21,FROH_chr22,FROH_chr23,FROH_chr24,FROH_chr25,FROH_chr26,FROH_chr27,FROH_chr28,FROH_chr29,FROH_chr30,FROH_chr31,FROH_chr32,FROH_chr33,FROHsum,FROH_sum_div,BirthYear,Code_anon,MumCode_anon
0,0,0,0,0.085211800197623,0.0670935499666432,0,0,0,0.224382527547535,0.0969984562729059,0,0,0.293949598674816,0,0,0.0301970350011503,0,0.184099896580785,0,0,0.0566577073929437,0,0,0,0,0.259790408239844,0.104003860557616,0,0.0586152266853687,0,0,0.296596215057789,0,0,1.75759628217502,0.053260493399243,1992,C4595,M0079
6,1,0,0.0566294009341836,0,0.154539736165813,0.066053868489567,0,0,0,0.196049804827454,0.0613503672946565,0.231900656760107,0.097192986106986,0.238495677375815,0,0.0449561367983379,0.398077438411523,0,0.0393531542308494,0.152303160781465,0.0492452773973881,0,0.0357797924371945,0.0829051411896938,0.0560344894385972,0,0.119011140302266,0.0512588305257346,0.168916582175168,0.0766167932927907,0.0783750527825925,0,0,0.184495651722267,2.63954113944045,0.0799860951345591,2002,C5997,M0275
0,0,0.0386407727790246,0,0,0,0.0962356983774334,0,0,0.0813601814983018,0.0259166338155113,0,0.0383733980882425,0.0685789032578933,0,0,0,0,0.113280756519889,0.236903921501979,0.147983589246359,0.0532039063439095,0,0.0926150618089346,0.126227513984836,0,0.116692231251435,0.0531255063016955,0.0610421101518135,0,0,0.0573461361471737,0.0847039756005986,0,0.05089672197446,1.54312701864949,0.0467614248075603,2003,C2691,M0275
5,2,0.0386407727790246,0,0.0458205089807093,0.0379532731679741,0.0959413282338858,0.0896780011613171,0,0.156069219793772,0.103067226291472,0,0.129677411314067,0.213385278323403,0.100006923447742,0,0.0696815807568292,0,0,0.157308052018476,0.153187246990857,0.112749906501329,0.39024304310611,0,0.102730451956832,0.269358776486928,0,0,0.116119241420255,0.172365143542999,0,0.0377863731895359,0.242634449907611,0,0.0396892289988725,2.87409343837,0.0870937405566667,2006,C5942,M0275
0,0,0.0640740594927166,0,0.0630963967332329,0,0.0193276098520169,0.0995436415381964,0,0.103005026467305,0,0,0.0588710085002778,0,0,0,0.0492728943789894,0.108050995714552,0,0.139416464857831,0.240016734358688,0.0994507481273711,0.112609549610176,0.147340650695882,0,0,0.112879053746823,0.367383420037816,0,0.0457478409280337,0,0,0,0.0689242308488859,0.0325070571897106,1.93151738307851,0.0585308297902577,2005,C1726,M0895
1,1,0,0,0.113080199670975,0.0662144615070395,0.0248657208936178,0,0,0.0813906514656782,0.101985200142484,0,0.0308281962673995,0,0,0.0429872127112947,0.0614242888668983,0.181387989697972,0,0,0,0.0179299829647193,0.131096519717447,0.266289723792206,0,0.165560712018675,0,0.0597880241235652,0.09241690271415,0.0670303453606232,0,0,0,0.19745599073292,0,1.70173212264766,0.0515676400802323,1995,C5674,M0923
0,0,0,0.0635867363274283,0.0453823692717158,0.0541590499851182,0,0,0.0858340598305718,0,0.0807256487953192,0.0612839473691666,0.0389739847184165,0.0330453552035951,0,0,0.120456383249703,0,0,0.0461189512261688,0,0.0382830305672696,0.141070019038689,0,0.0721580942105945,0,0.0948886071214549,0,0,0.165994057004413,0,0,0,0,0,1.14196029391962,0.0346048573915038,1989,C2951,M0337
5,4,0.0988101706256327,0.0772200826886471,0,0.377260994279161,0.107310406607926,0.313879610128436,0,0,0.0277395232003586,0.139352123836293,0.0389739847184165,0.230358205676529,0.0556916344869055,0,0.28933744030017,0.108050995714552,0.136207803094437,0.0530178496212593,0.0287093782193046,0.0204092081806216,0.202266267999035,0,0.185189920563075,0.0518788993866532,0.102535894371928,0,0,0,0.0492659802302394,0.0763083789278178,0.313504662816184,0,0.25898190646488,3.34226132213846,0.101280646125408,1975,C5369,M0619
5,2,0,0,0.0717969805883199,0,0.0909826962628038,0.0545386021241051,0,0.219379384041619,0.0507842878228745,0.0670075015424163,0,0.115745001017852,0,0,0,0.0974875271067691,0,0.108303400426696,0.0288570414777686,0.112777451083019,0.0635801372242813,0.0587442625341953,0,0.0477769085035382,0,0,0,0,0.0580410652328323,0.0545187943385088,0,0.056320045983143,0,1.35664108731074,0.0411103359791134,1990,C0580,M0974
0,0,0,0.0929805454353602,0.0580509335173924,0.345303052035694,0.085053736650806,0,0,0,0.153872585029962,0,0.0630346748887999,0,0,0.0415214417059767,0.0337359047330485,0,0.0568922946936777,0.0205892042758626,0,0.262685047951732,0.0815914605737368,0.0340314050441044,0.0682846102062735,0.035567956074092,0.199196179652889,0,0,0.120842930084853,0.165136098250814,0.103620729807351,0.137419209083624,0,0.0984157630236541,2.2578257627197,0.0684189625066577,1994,C5679,M0974
1,0,0.0429707515995134,0,0,0,0.147623443445884,0,0,0.19309346209124,0.0380638070523862,0,0,0.152926652869216,0,0.0379241865902544,0.118732737423234,0,0,0.0997525578189022,0.114677560269812,0.0251140881034519,0.0344014895899381,0.122924601706603,0,0,0,0.0843989389266433,0.0569591869816926,0.195660932389954,0.224745095734017,0.0379541846517282,0.0796079520059841,0,0.125510833126585,1.93304246237704,0.0585770443144557,1982,C1013,M0229
0,0,0.100502754246218,0,0,0,0,0.103874924162869,0,0.160800916648659,0.046459354800726,0,0.0247380508666342,0.114332531955343,0.0892697741156245,0.0826228325088157,0.111642548184639,0.124469291935155,0.0458352049877287,0.0526882288548966,0,0.0184042861866711,0.14287483876211,0,0,0,0,0,0.131055125197936,0,0,0,0,0,0,1.34957066341403,0.040896080709516,1988,C4237,M0229
7,5,0.0704071813650574,0,0,0,0.118460147018548,0.153809321609322,0,0,0,0,0.162887685671247,0.0256489932819563,0,0,0.0484418506658224,0,0.174244979176302,0.155211577754494,0.0436962262275464,0,0.0730260093504169,0.0556737197115055,0.211431665682439,0.0954136689329151,0.240491090713078,0.0694348982592711,0.140211182089402,0,0.048011690891313,0.0379541846517282,0.0529811394543958,0,0.0356194190462936,2.01305663155305,0.0610017161076683,1989,C1395,M0229
9,4,0.21427212956597,0.273172902019312,0.0959545118105183,0.0520344868017444,0.0844617831371264,0,0,0.209865697828238,0,0,0.106412341791363,0,0.132216861226355,0.04273612725946,0,0.405141980778823,0,0.0860323240009295,0,0,0.0711015950878235,0.058764635285183,0,0.614028238622271,0.116692231251435,0.119870721958793,0,0.0979468771648381,0,0,0.378656936671131,0,0.179658930231901,3.33902131249322,0.101182464014946,1990,C2859,M0229
5,3,0.0386407727790246,0,0,0.0457480660199361,0.120288858829183,0,0,0.190911887838919,0,0,0,0,0,0.0979007762690533,0.0320163061456561,0,0,0.0682231897384705,0.124036989463859,0.0963029672389982,0,0,0,0.0477769085035382,0.0355889882149811,0,0.0522491960807236,0.0966032063612951,0,0,0,0,0.0387271668774495,1.08501528036109,0.0328792509200329,1998,C2468,M0213
8,1,0,0,0.222702454103326,0.0461907524490971,0.11611502591278,0,0,0.17760979894041,0,0.173183930581279,0.0841006438669447,0.558277407440602,0.0418800282197347,0,0.0631643148578215,0,0.0399218734006922,0.107455399800149,0.509556176025339,0.17643956395579,0,0,0,0.48566511242108,0.27554834707784,0,0.367338090274875,0.818172606153482,0.0964073661511074,0.562550159269493,0.0908199760746254,0.0886524411295659,0.0371347986267853,5.13888626673282,0.155723826264631,1979,C3722,M0357
6,4,0.0260629598234983,0.100326887926691,0,0,0.0226608537888847,0.0621800724275336,0,0.133190583541172,0.176517266553599,0.0649904446042938,0,0,0,0.130641658114948,0,0,0.0744023118740665,0.116023830239262,0.0253329338788299,0.108897744955182,0.132868862149905,0.0941593722453032,0,0,0.315691929161452,0.267052181106455,0,0,0.0507139791200834,0.070252049915911,0.105804203518449,0.222545014727157,0,2.30031513967268,0.0697065193840205,1983,C3603,M0357
6,0,0.118199740747937,0.18321339259277,0,0,0.145865044156931,0,0,0.165631456856762,0.128365220940899,0,0.0948928134583776,0.0347720105755867,0,0.190997642685888,0,0,0.150519681095296,0.0306522823331944,0,0.268008531497807,0,0.0670620642172175,0,0.055817719265313,0,0.194156676696519,0,0.0606560737371088,0.07159377022807,0.063884460514746,0.0669535828953619,0,0.169466611096656,2.26070877559244,0.0685063265331043,1984,C4811,M0357
3,0,0,0,0,0,0,0.0563435523515128,0,0,0.186701454335193,0.0489493332526157,0.225299258831029,0.0595331181845776,0,0.0996310010983856,0,0,0.117908171630283,0.0428255582516408,0.050527931757723,0.0246612841299594,0.119029978192775,0.0749778273065615,0.0393529338783069,0,0.18057601099139,0.107221491893363,0,0,0,0.142145438626911,0,0,0,1.57568434471223,0.0477480104458251,1984,C5615,M0682
1,0,0,0,0.220141161045166,0.0437046763200074,0,0.0619996352681257,0,0,0.147547509924953,0.0854089410616049,0.141268281037667,0,0.105735858234503,0.102860393379287,0.0279595279066642,0,0,0.0329354166008216,0.323059929770062,0.0235257619427669,0.147776885108175,0,0.069184447600682,0,0.0670766776965048,0.13472884488645,0,0,0,0,0.0822600876514536,0,0,1.81717403543489,0.0550658798616634,1987,C0383,M0682
0,0,0,0,0.116292382797762,0,0.0270848360238528,0,0,0,0.126110760562081,0,0.0933989826487221,0.073940080730709,0.0350909067254471,0.0775746315697439,0.0324663357611421,0,0,0,0.0282170399769916,0.0557600108855733,0,0,0.149227986355918,0,0,0,0,0,0,0,0,0,0,0.815163954037943,0.0247019380011498,1988,C1193,M0682
0,0,0,0,0,0,0,0,0,0,0.178568609503211,0,0.120107651805246,0.0806024716889239,0,0,0.0961230753293489,0.141241013145215,0.053106102041071,0,0.140972989009805,0.0432116303923849,0.0756109189874163,0,0.0750843561265687,0,0,0,0,0,0,0.103095531556061,0.312603555150149,0,0.0595844528017976,1.4799123575372,0.0448458290162787,1989,C2420,M0682
11,4,0.0279756492583105,0,0,0,0,0.0944265362787184,0,0.256234219066138,0.0297763479974724,0,0.0588206037306095,0.0869144940369519,0,0.0996310010983856,0,0,0.0405755666924841,0.0306796261631713,0.0415619875412057,0.0463414881449135,0.0442274214932172,0.0700496134145282,0.128213848418142,0.126646417005862,0,0,0.14762651570044,0.0511605742543433,0.0467057080312284,0.0375411468716776,0,0,0,1.4651087651978,0.0443972353090242,1993,C3652,M0682
0,0,0.0693364110106084,0,0,0.275805617728754,0,0,0.120764609026549,0,0,0,0.045593539985271,0.0828320110651473,0,0,0.103303992832924,0,0.0554916506949768,0.0509963224178656,0.179594817125586,0.0310256435017752,0,0,0,0,0.0847970385237776,0,0.0719624043948403,0,0,0,0.119261692041443,0.170736520948087,0.453430704397797,1.9149329756954,0.0580282719907697,1994,C1530,M0682
3,1,0.0602843367384873,0,0,0.0461907524490971,0.0435078745645985,0,0,0,0.0735145471569051,0.0600767508778315,0,0.0299064006859764,0,0.158219287774753,0,0.219238342450828,0,0.0529467826970566,0.0386682062948303,0.0316795186643242,0.283450486584932,0.112494918023673,0,0.225084173662145,0.15074047838235,0,0,0,0,0.169816348017469,0,0,0,1.75581920502526,0.0532066425765229,1995,C2572,M0682
5,2,0,0,0,0,0,0,0,0,0.108272617365433,0,0.116087578485819,0,0,0,0,0,0.119248370438863,0.0541020455991561,0,0.0484997927309253,0,0,0.0594471772803542,0,0,0,0.396324507325958,0,0,0.146255212683423,0.0822600876514536,0.170736520948087,0,1.30123391050947,0.0394313306214992,1996,C5950,M0682
8,4,0.0435194109557405,0,0,0.0896235557884404,0.0236117684950539,0,0,0,0.0850282258676385,0,0,0,0,0.124280932766661,0.286329406870527,0.115625857048794,0.0464522592423354,0.0670073633141453,0.0421011121600242,0,0.106349950105848,0.132783300895153,0,0,0.0383253878324405,0,0,0.050328272720209,0.149182420539091,0,0.125134153822127,0,0.0632199518527707,1.588903330277,0.0481485857659697,2000,C4356,M0884
0,0,0.0398068475119076,0,0,0.261870763667913,0.105472018013304,0,0.183315146770219,0.108221136551329,0.208198782580459,0.0649904446042938,0.0572128223110239,0.0357874238658675,0.0746325221122548,0.0941888861376812,0.0452365966569019,0.169328657517303,0.093517853508154,0.448002495054913,0.0744948893027123,0.0532584704431348,0,0,0,0.0752567653592719,0.103028797819883,0,0,0,0,0,0.326228997642518,0.124998004203865,0,2.74704832163491,0.0832438885343912,2004,C5995,M0884
0,0,0,0,0,0,0.0530233516084544,0.0852231803211434,0.0536061778461799,0,0,0,0.0894858100502114,0.206996103715945,0.0358063896979984,0.365165018965827,0,0,0,0.158831721148592,0,0.171945880445631,0,0,0.0923143236151282,0,0,0.0829174505416054,0,0.0756691191458081,0,0.0364462945430961,0,0,0.142773654570356,1.65020447621598,0.050006196248969,1991,C0897,M0111
8,4,0,0.199422644615626,0,0,0.0215846677709975,0.203851248415871,0,0,0,0,0,0.139771188127903,0.21948414204177,0,0,0,0,0.115032988116486,0,0,0.119058094829401,0,0,0.156443966704291,0.0398618254816794,0,0.0994251034363374,0.476903263424034,0.0667005926310886,0.0654657398601447,0.0912697142451539,0,0.096563534373733,2.11083871407452,0.0639648095174096,1993,C3982,M0111
0,0,0,0,0.187002732510194,0,0.0637796387315179,0.165761494478729,0,0.183246689039439,0.0872920460346647,0.158615480239552,0.16989946848582,0,0.105338366154729,0.0383847098729028,0,0.119085565029591,0,0.0941019581370654,0.129859891434241,0,0.180294128770674,0,0.102874106090229,0.0423042225436373,0,0,0,0.0408861894422327,0,0.720958460183833,0.570717103996496,0,0,3.16040225117555,0.0957697651871378,1996,C2516,M0111
7,2,0,0.118828872049772,0,0.041343924484803,0.0595519749937654,0.0522809484687482,0.0541411374782029,0.110576535054782,0.091262938460395,0,0.11069024930722,0.232309141337332,0,0.143678330620362,0,0,0,0.0746581733025546,0.0368445450771799,0.0239408109654171,0,0.032617216964102,0,0,0.258391039864305,0.0554112975229109,0,0,0,0,0.180709825024445,0.049877826645588,0.101299365029419,1.8284141526513,0.0554064894742819,1973,C2769,M0610
7,3,0.165069971126094,0.056505980932495,0,0.0848547009193552,0,0,0,0.103005026467305,0.0785967298795654,0,0,0.0283316210209452,0,0,0.135522841517904,0,0,0.137195516136656,0.0985067746230242,0.11851693444359,0.122722973224468,0,0,0,0.0870099928402822,0,0,0.0815396190927414,0.0517810833330929,0.149743579677311,0.0719797857809292,0,0,1.57088313101576,0.0476025191216897,2001,C4877,M0852
0,0,0,0,0,0,0,0,0,0.24491384513482,0.0259166338155113,0,0,0.0982905292218206,0,0.0417808273009778,0.0617175915392265,0,0.156674240168766,0.0247495930528066,0.192938852759313,0,0.406102778873698,0.106256406598269,0.0428024718527418,0,0.390939506533067,0,0,0.055772048971815,0.0767255441652757,0,0.0484805494766546,0.192585654688329,0.0474557936022882,2.21410286775538,0.0670940262956176,2006,C3724,M0852
6,3,0,0.0538854796151625,0.124008772461396,0,0,0.0718494596673765,0,0.266952106400336,0,0.210327875219769,0.155474688637246,0.315873244285093,0.132148222522908,0,0.090207647690579,0,0.0396612044788395,0.0997123570615998,0.12886872721558,0.195801368486057,0.112932046354091,0,0.0818804003066686,0,0,0,0,0.103247153687697,0.0492659802302394,0.0850381249312193,0,0.117769891080646,0,2.4349047503325,0.0737849924343183,1997,C4300,M0852
8,1,0.0366447448481392,0,0,0.15545333062949,0.0250099376267453,0,0,0.27104684268205,0.0356613125549073,0,0.0493418342728553,0.0289320972859706,0.0563825383193851,0.125144135413873,0.041707011142729,0,0,0.053772774681156,0.0380009250449158,0.0307392635786504,0,0.0969362399405465,0.0677589630985375,0.0354041567907627,0,0,0.424402586814431,0.0393155075368354,0.266866046402965,0,0.0630553324768998,0,0.104196430912659,2.04577201205451,0.061993091274379,1976,C0520,M0274
9,3,0.0585449664172329,0,0.100070042559918,0,0.187913846701664,0.0708739996032504,0,0,0.20980585001345,0,0.0262029655106356,0,0,0.159556516739883,0,0.125419596641979,0.240316674395086,0.489816562179285,0.0652659790739745,0,0,0,0.109468006222408,0,0.13578456609727,0,0,0.0982876191041145,0,0.0775825279137227,0,0,0,2.15490971917387,0.0653002945204204,1984,C1821,M0102
0,0,0,0,0,0.0923490936936932,0.0446084677470044,0,0,0,0.150829131871441,0.0886162488027288,0.263464104158546,0.0413863750269281,0,0.0407925593697121,0.116732243447613,0.182205814997942,0,0,0.172059822118839,0,0.1059054388992,0,0.0702314715080203,0,0,0,0.0651311559706474,0.23754046436767,0,0.112785474676038,0,0,0,1.78463786665602,0.0540799353532129,1983,C4819,M0257
11,6,0.0412610091652822,0.0582184187021787,0,0.221206019755706,0.0379795293571438,0.081900918493613,0,0,0.0421528132611521,0,0.191581460252227,0,0,0,0.0277831065245329,0,0.0475207697542043,0.0511885402398171,0,0.141303540871586,0,0,0.122875370488546,0,0,0.088166078535884,0,0.0457478409280337,0,0,0,0.111153439219077,0.0853961808980356,1.39543503644702,0.0422859101953642,1969,C2657,M0890
3,0,0.092708738024708,0.0569964151151693,0,0,0.103217097298148,0.110746696413563,0,0,0,0,0.0581368225997208,0.111220024500615,0.307449559108558,0.05385471992538,0,0,0.0563922271635059,0.148852121681236,0,0,0.0775228382981559,0,0.137523845981284,0.129732718299509,0,0,0.0496952145470661,0.170752418516555,0,0.0418804972175317,0,0,0.225147384074502,1.93182933876521,0.0585402829928851,1973,C1237,M0890
0,0,0.0445849078683416,0,0.179095952399345,0,0.0259719093943718,0.186529242537149,0.280981511292786,0,0.226087078566308,0.0889769678149197,0,0,0,0.119134378803697,0.0431195294486516,0,0.0933800882693422,0.0214657970549526,0.0502961190279464,0.0803733296955375,0.220191612183146,0.244752359660196,0.0436379642925786,0.0616520285833379,0.0374569017617329,0.215001631865176,0,0.426195281969432,0.126121761956103,0.0871799166026338,0,0,0,2.90218627104768,0.0879450385165965,2001,C2171,M0316
0,0,0.0260629598234983,0,0.0689972832437878,0.13559954763967,0.0848970528953643,0.444876235635307,0,0.15708045642467,0.154822562521357,0,0.271858401197311,0.0822589813740812,0,0,0.291978311599996,0.714978586160171,0.325945131935267,0.0236429193176128,0.0432855361614961,0.0489671211141856,0,0.387636829260517,0,0,0,0.0721905994526077,0.0482625612493502,0,0.143959163498452,0.0686436005432428,0.301708624405513,0.143244634984107,0,4.04089710043757,0.122451427285987,2000,C5883,M0584
0,0,0,0,0,0,0.0548978500427077,0.0564061990531437,0,0,0.0971329200657227,0,0.0771557962623522,0.0325780038178724,0,0.090862205895506,0,0,0,0.0906680056317635,0,0.0332776223710082,0.0477421088898276,0.0896422476202,0.0362313749240538,0,0.0396583941790041,0.0712935185963132,0,0,0,0,0,0.096658962606419,0.0766733658281747,0.990878575784069,0.0300266235086081,2003,C3012,M0584
0,0,0.0263477055556434,0.0893750250321887,0.0481242244408881,0,0,0,0.095886912206008,0,0.0991539234486892,0.109789500838838,0,0,0.188307276327435,0.179886958415964,0,0,0.251909195064328,0,0.128719422482239,0.0400306214576307,0,0,0,0,0,0.143942748261752,0.107875304183263,0.354850762379598,0,0.401761360244329,0.0496915182592936,0,0.111393579394519,2.42704603799261,0.0735468496361396,2004,C2583,M0584
0,0,0.163679322242762,0.138526912838883,0,0.0461796092791475,0.0884133171723125,0.447050296062564,0,0,0.231050864980681,0,0.0814828205873842,0.0311981987771042,0.0794152847031306,0.222621690076131,0.218509662315899,0,0,0.0923809109216497,0.02968766250547,0.429715405507862,0,0,0.0971652001001067,0.150372684556745,0.333377987852866,0.140264486755853,0.224553241173675,0,0.17853918061503,0.147339565919486,0,0,0.115994569569418,3.68751887451416,0.111742996197399,1999,C0115,M0584
7,3,0.146956110995243,0,0,0.0650541898464483,0.0281957961289807,0.0483123917895403,0.0538225357292995,0.17660820424969,0.0292694430119452,0,0,0.0771818849373452,0,0.114497585845822,0.0945056456276343,0.119966499691384,0.184072079190976,0.202884452043045,0,0.0300759301658715,0.0716959977974383,0.422540768128659,0.116421640498993,0,0.054900282939002,0.0843989389266433,0,0.147348725207046,0,0.0410711738006318,0,0,0.0342178773062563,2.34399815385789,0.0710302470866028,1993,C0693,M0156
8,4,0.0288502858185354,0.163850773296932,0,0,0.038296896704353,0.0925218682411408,0.129670128106078,0.198999123517114,0.0963470168363633,0,0.121704693764781,0,0,0.123742537491857,0.111751961734491,0,0,0,0,0.0203293558564758,0.104240459610092,0,0,0.0685266560226918,0,0,0,0.0403544200922864,0.0567926102354928,0,0.0796079520059841,0.0524500967688319,0.0761433580221514,1.60418019412565,0.0486115210341106,1994,C3283,M0156
5,4,0.172756415172199,0.189316053326568,0,0.15399686303764,0.038296896704353,0.132082353795512,0.119380197647389,0,0.0380638070523862,0.119189211395723,0.026299804645445,0.217365571283495,0.125081165543931,0.124917044476207,0.0334965440030651,0,0.243932796751765,0.045433343848662,0,0.0222187211638226,0,0.251488588225083,0.0339688132501589,0.0688014372786757,0,0,0,0.0685007048592945,0.043685777543958,0.0545187943385088,0,0,0,2.32279090534384,0.0703876031922376,1995,C0502,M0156
0,0,0.111422200570248,0.0780884684958741,0.0612098395430128,0.0371662831534764,0,0,0,0,0,0.173183930581279,0.0632753298227146,0,0,0.166075299829206,0,0,0,0.209728297027621,0.11090529467275,0.0377855038997047,0.0401681434769325,0,0.258389691722948,0,0.197878576539074,0,0,0.170706972792585,0.112082203112628,0,0.142994497830863,0.0530930207171871,0.0637148375963903,2.08786839138449,0.0632687391328635,1981,C0484,M0649
3,2,0,0,0,0,0.0203346706836798,0,0,0.17660820424969,0.19436286477143,0.0556975367137752,0.0664489225808594,0.0756687051395069,0,0,0.0494197316119615,0,0,0,0.0235766947218462,0,0.033664287430566,0,0,0,0,0,0,0.210208737881199,0.101837867787797,0,0.0569590166576044,0,0.461930772977847,1.52671801320776,0.046264182218417,1981,C3098,M0041
8,5,0,0,0,0.180038611229348,0,0,0.0608120097338301,0,0,0,0,0.0979140333922855,0,0,0,0,0.0427978687637638,0,0.0505240582244166,0,0,0,0,0,0,0,0.0747625319071375,0.0805890965282869,0,0,0,0,0.0398717855622858,0.627309995341354,0.0190093937982228,1979,C1867,M0954
0,0,0.0716241186458397,0,0.0484200412485782,0.0844557870729336,0.0454203306292906,0,0.137824750191131,0,0.0548787804897721,0,0.540415817754636,0.220091747719768,0.290593450867345,0.135099765394862,0.523051326353011,0,0.411854053313365,0.0854932315274598,0.129554551052062,0.0330606928254148,0,0.291012377442149,0.0319044277458057,0,0.162259338937538,0,0.175733224384287,0.229901403287825,0.108000516558802,0.0757164157290745,0,0.0517521711677469,0.120374036097311,4.05849235643601,0.122984616861697,1989,C5311,M0987
