BirthYear,LBS,FROH_chr1,FROH_chr2,FROH_chr3,FROH_chr4,FROH_chr5,FROH_chr6,FROH_chr7,FROH_chr8,FROH_chr9,FROH_chr10,FROH_chr11,FROH_chr12,FROH_chr13,FROH_chr14,FROH_chr15,FROH_chr16,FROH_chr17,FROH_chr18,FROH_chr19,FROH_chr20,FROH_chr21,FROH_chr22,FROH_chr23,FROH_chr24,FROH_chr25,FROH_chr26,FROH_chr27,FROH_chr28,FROH_chr29,FROH_chr30,FROH_chr31,FROH_chr32,FROH_chr33,FROHsum,FROH_sum_div,Code_anon,MumCode_anon
1987,0,0.0327293551695691,0.0658714620615885,0,0.0704703523307409,0.0929016084640514,0,0,0.163872224721486,0.0962315186903442,0.121547280138122,0.054352155533102,0.0722954452370534,0,0,0.0730029087326661,0.0702675212966876,0,0.0289652896754381,0.0390341596567077,0.0278026507211022,0.0376623126291821,0.0299192310697103,0,0,0,0,0.0881555082091389,0.118019018250863,0.0825870969959916,0.0310158738622087,0,0.170690670283872,0.0552547950565886,1.62264843878621,0.0491711648117035,C4813,M0337
1981,0,0.101877904846257,0.0780884684958741,0,0,0.0659519505821483,0.13505317302747,0,0.203777126822127,0.0835114844920294,0,0,0.106273973960158,0,0,0,0,0.273764749594619,0.0230461654731073,0.0295770757350887,0.391798564615094,0,0,0.0403857193928024,0.069585696854466,0.0420195732750235,0,0.0608469294110685,0.121903967327803,0.0542839060879284,0.104012850610814,0,0,0.034147771854344,2.01990705245822,0.0612093046199461,C2095,M0619
1989,0,0.119607135828283,0.0969462342814576,0.062302449770981,0,0.079066634705575,0.358956997996289,0,0.114765338607612,0.0364335178663729,0,0.12195415137605,0.0285098538347996,0.192308217206942,0.409584398120505,0.368429924801342,0.0760162732535699,0,0.127224965020133,0,0,0.11092481559853,0,0.583434393260104,0.266262380846039,0.11136549811513,0,0,0,0,0,0,0.156728176242066,0.105383798669144,3.52620515540092,0.106854701678816,C1066,M0176
2006,0,0,0,0,0,0.0274399977428753,0,0.0877886590048948,0.0596617402696529,0.0710975253932102,0,0,0.0396746623454205,0,0.0354198203844122,0,0,0.116779123715951,0.0199518282657997,0.056196222427836,0.217902113410891,0,0,0.122707437294457,0.18439580061193,0,0,0,0.160939342760988,0.0689758760640302,0.0390325052600453,0.12662496734178,0,0.0473549784073695,1.48194260070154,0.0449073515364104,C3861,M0001
1994,0,0,0,0.154158509580256,0,0.145068327222588,0.0611031393654765,0,0,0.143342850636965,0,0,0.0655258167362271,0,0.0624244341132554,0,0.169996645195106,0.445489872841025,0.21331895774607,0.117794799225693,0.0745220928157466,0.216005887170872,0.0466991210375189,0,0.0354540560951114,0.0486485480733153,0,0,0.0407153756681046,0.2405205594042,0.176741990288722,0,0,0.0603687866978908,2.51789976991414,0.0762999930277013,C2230,M0273
1999,0,0,0,0,0.0695064535828783,0.0913916888031758,0.0775437516714065,0,0.141016068374104,0.0613332339330509,0,0.0269033061335768,0,0.0519510052667389,0,0.0494197316119615,0,0,0.379928388425505,0,0,0,0,0,0,0,0,0,0,0.0971119099488824,0,0,0,0.46247546750415,1.50858100525543,0.0457145759168312,C1827,M0018
1977,3,0.0292298629295596,0.110369310257268,0.130725715215097,0.0410705094988978,0,0.0905374645309825,0.120364082205903,0,0.119129206134571,0.0514243003465994,0.0294170370271308,0.0772705015887378,0.0452671002266255,0.0558677005168296,0.0346917861197949,0.129232415531134,0.455512048065007,0.112058140027205,0,0.119306247775972,0.0836757575088521,0,0.0911345572399361,0.224489458841765,0.368777290688068,0,0.12110704556903,0,0,0.301182838204251,0.0847039756005986,0,0,3.02654435164982,0.0917134652015096,C3393,M0039
1983,0,0.161343398844376,0,0,0,0.121368072552489,0.118098618599725,0,0.198740658472693,0.0682050318567728,0.0631820796458828,0,0,0,0.0477383591165406,0.108334965949919,0.0748842412238308,0.143671408573645,0.0323019445804414,0,0.1403345278803,0.136435302367233,0,0,0,0,0,0.053986354274559,0.061247893590694,0.238375560582987,0,0.0847039756005986,0,0.0349818893198674,1.88793428303255,0.0572101297888653,C2499,M0039
1989,0,0,0,0,0,0,0.201515556412361,0,0.313867704500928,0.156098874906977,0,0.156685691069777,0,0,0,0,0.182887559427808,0,0,0,0.111312763339629,0.072991866864527,0.148904192356882,0,0,0,0.165384550693688,0,0.0976511769875408,0.0460512736995033,0,0.0529811394543958,0,0,1.70633234971402,0.0517070409004248,C1572,M0974
1991,13,0,0,0.174751648775007,0,0.0538511544692709,0,0.122375279639076,0.19593734965329,0.105095912538566,0.0676435476431524,0.068292148988907,0.107284729528856,0.0365174112933778,0.235917074861097,0.0310660760218729,0.188372964853948,0,0,0.204085735188154,0,0,0.0899553519921563,0,0,0,0,0,0.144629890101674,0,0,0.0529811394543958,0.0898237868038687,0.150459095529993,2.11904029733666,0.0642133423435352,C1964,M0974
1993,0,0,0.12285872985435,0,0.441831794576971,0.0788522241843106,0.0617117458997319,0.0904745627335311,0,0.0277864953020379,0.0670075015424163,0,0,0,0.109783177979872,0.124293431461637,0,0,0.0306453012681407,0.0331983082734112,0.239960399093884,0.038228754439826,0,0.0604589378783154,0.0715425342354394,0,0.0505957202873291,0.154764454573837,0.067872279834539,0.332280009876976,0.156925689836203,0.0802784809493325,0.0987081331267431,0.0579726829524115,2.59803135016125,0.078728222732159,C3022,M0974
1995,2,0.0511680854841831,0,0.054182453841953,0.036839887195043,0,0.445111315068644,0,0.0736587491135744,0.232199193426859,0,0.0354478975095657,0,0,0,0.0699112111167481,0,0,0.13962619895121,0.0737427811474092,0.050956156369753,0.0701989396398107,0.367998464111233,0,0,0.0756456799106011,0,0,0.0574189553974845,0.187086553774875,0.0347232600468833,0.324872496546032,0,0,2.38078827865186,0.0721450993530867,C1574,M0974
1994,0,0.110949694142386,0,0,0,0.0687479845908198,0.168390437852804,0,0,0.0467762205421286,0.0487937018991257,0.0260937212826572,0.0664463064602688,0,0.0696497454659489,0.0413220879007427,0.10396480063828,0,0,0.0896050824231001,0.048478215432389,0.0546283368185224,0,0.0421800593207496,0.0616790306131674,0,0,0.0862097769492723,0,0.0567926102354928,0.145405122624412,0,0,0.390125960372833,1.7262388955651,0.0523102695625788,C4304,M0340
1983,0,0,0,0,0,0.0581376061539122,0.3136280010697,0,0,0.0882692735423622,0,0.251792635223045,0,0.31724810118869,0.196133741896251,0.0536644993258797,0.0776652618307754,0,0.0616591121285868,0.0567254374020299,0.240220504522935,0,0.0429031032708492,0.149045996226838,0,0.129809309510539,0,0,0,0.205381057160111,0.0950757562310722,0.0605074566233407,0,0,2.39786685330692,0.0726626319183914,C1042,M0229
1984,27,0.0477617339012387,0.172869639757592,0,0,0.0720794029994201,0.0537470895949094,0,0.344350455976688,0,0,0.0845338053169469,0.0989541945766389,0,0.0416810174672963,0.061790930485652,0,0,0.216330722788705,0.0304890930725374,0,0.0633724550715135,0.0453879382388114,0.067036301151517,0.037326606374699,0.216902195697404,0,0.069647128659108,0.0446005422630395,0.145305359401088,0.0686436005432428,0.0590926628476503,0,0,2.0419028761857,0.0618758447328999,C0555,M0229
1985,0,0,0,0,0,0,0,0,0.27389480607356,0,0.0843400895284648,0.166054063913848,0,0,0,0.061790930485652,0.251195382187071,0,0.0941019581370654,0.0304890930725374,0,0,0,0.067036301151517,0.139359779638864,0.10565133050158,0,0.135571097886397,0.048187849037726,0,0.0298595467366581,0.0590926628476503,0,0,1.54662489119859,0.0468674209454119,C4760,M0229
1992,0,0,0,0,0,0,0,0,0.0602915187644814,0.0515172950339671,0.339896347617789,0.122879817297865,0.107253664724827,0.179941778473697,0,0,0.188576845363596,0.335455820667405,0.0941019581370654,0,0.0597848972519341,0,0.318929825564173,0.0623856694556013,0,0.178125365017272,0,0,0.144434061758113,0.153044644883703,0.0545187943385088,0.209624969625635,0.077014470469626,0.0558034732769767,2.79358121772224,0.0846539762946132,C0861,M0229
2003,0,0.054385579414995,0,0.0845406984867853,0.0538916575479847,0,0,0,0.0689419730264479,0,0.17891906879121,0.0354262830146762,0,0.207253719891437,0.0584239854648089,0,0,0.053106102041071,0.089684796564171,0,0.0222560787688188,0.203744254283843,0.105544862935125,0,0.152638802684761,0.100436222058296,0,0,0.325980593261998,0.0567286363663169,0.0314203963561722,0.0500515698077128,0,0.1343740608063,2.06774934157293,0.0626590709567554,C5436,M0213
1999,0,0.0338640307830526,0.281040228782992,0,0.0515225701561469,0.321203323820946,0,0,0,0.271695330600342,0,0.121704693764781,0.0268082662004227,0,0.099707820270022,0.214336257730904,0,0,0.164412160331529,0.192794715632065,0.0324056043389428,0.30270618973679,0.0517297345029847,0.250228540116896,0,0.287989897484801,0.0591596175337618,0,0.12443155750451,0,0.231804173571415,0,0.0541519126121183,0.0723800908080545,3.24607671628348,0.0983659610994993,C1917,M0213
1975,1,0,0,0.136018462234171,0.132224723697391,0.341658048961173,0.18322181301059,0.183561954172537,0,0.146461081850254,0.0649904446042938,0.0463506573929508,0.0418480192044458,0.0579968502400062,0.103893063403863,0,0.142846637592249,0.053106102041071,0.166882201086876,0,0.0313386172147434,0.118156074311827,0.0303968317192248,0.0787153035649548,0.460635263938908,0.0370660551759674,0,0,0.232369673199877,0,0.0860625347296639,0.315190764061505,0,0.031780121265665,3.22277129867421,0.0976597363234608,C4590,M0357
1977,0,0,0,0.611095564994617,0.10159479709975,0.0836483247728178,0.0515473185601173,0.494113886209822,0,0.152946421683248,0.37961223531059,0.308923415419058,0.263000088246832,0.0418800282197347,0.0935962461219172,0.0303877013901119,0,0.110525144369179,0.184940244508226,0.156073142209784,0.032660097257917,0,0.295831307657928,0,0,0.217403329986728,0.222279116563653,0.133188550516703,0.10142321868804,0.120868360817265,0.0679634217649274,0.199265892884519,0,0,4.45476785525349,0.134992965310712,C3786,M0357
1981,0,0.231536683772343,0.364186891167007,0,0.0851134086665932,0.0504397541758477,0,0.06438039519653,0.195185906751306,0.192006358094105,0.173183930581279,0.119961279452981,0.340609763921782,0.247481916285638,0.176275820759902,0,0,0.558844414603164,0.179389979746563,0.130322353096792,0,0,0,0.161763687583579,0,0.0529541833627288,0,0,0.10142321868804,0,0.0679634217649274,0.199265892884519,0,0.089711353628994,3.78200061418462,0.114606079217716,C4650,M0357
1982,11,0,0,0,0,0.0226608537888847,0,0,0,0.0249515275525234,0,0,0.0615003658660293,0,0.0385982855332006,0.0414823946852889,0,0.125277489989889,0.145095060359775,0.0251781575625679,0.0309950975398552,0.183334499169445,0.0941593722453032,0,0,0,0.264888427280962,0,0,0.0458715853888513,0.0648425810152323,0.174810881401623,0.157909381244999,0,1.50155596062443,0.0455016957764979,C3607,M0357
1985,0,0,0,0,0.305292278365114,0.289020692689429,0,0,0.219610269905197,0.0346367028282282,0.225353141868693,0.0886298392537181,0,0,0,0.0631643148578215,0.117094939973449,0.396858436165976,0.20939061384672,0.257047262013392,0.0972801045337452,0.0815914605737368,0,0,0,0.266512916592511,0,0.0857007600857617,0.0952151308127586,0,0.0747561490052556,0,0,0,2.90715501337151,0.0880956064658032,C5285,M0357
1986,0,0.106708689557349,0,0,0,0,0,0.0839489230245903,0.143498769216212,0.178450577743636,0.0514243003465994,0,0.207999342961404,0,0,0.131660160791816,0.0937137380286419,0,0.105180733453117,0.122503521897253,0.0263644645265558,0,0,0,0.293174762261019,0,0.0526238770064647,0,0,0,0.0500532228582855,0,0,0.034147771854344,1.68145285552729,0.0509531168341602,C1842,M0682
1990,5,0,0,0,0.117560486610303,0.0887101065118567,0.0611015770554912,0,0.0452986429373192,0.123714445165289,0.0854089410616049,0.141268281037667,0,0.105735858234503,0,0,0,0.368954489705199,0,0.317810302043971,0.0235257619427669,0.0729743284086172,0,0.0396346048544766,0,0.0464420558725389,0,0.0939624607542093,0.069100852544691,0,0.099714580139666,0.0822600876514536,0.170736520948087,0,2.15391438347971,0.0652701328327185,C1971,M0682
1991,0,0.0421086545594078,0,0,0.400670263127192,0,0.0669703462956521,0,0,0.0774113997390105,0,0.157025180024678,0,0,0,0,0,0.053106102041071,0.328040930668204,0.0350411374013915,0.0673271103344766,0.127592134965702,0,0.036320978811723,0,0,0,0,0,0,0.0451018740288484,0.0822600876514536,0.170736520948087,0,1.6897127205969,0.0512034157756636,C2527,M0682
1973,0,0.0927113948732726,0.17171697877593,0.167360167078135,0,0.0832014933355529,0,0,0.0490659841777019,0.064568421487212,0,0.0290089956486981,0.052889228176253,0.0369762403816622,0,0,0,0.0396804768582985,0.0652795338111546,0.153685195776928,0,0,0.064573711484362,0,0,0.108921133206084,0.0515389601585902,0.114101293906328,0.0723060889610379,0,0.155805604881955,0.0847039756005986,0,0.198569198279044,1.8566640768588,0.0562625477836,C1139,M0812
1989,0,0,0,0,0,0.0883443849281002,0,0,0.072712618022869,0.0655565034328413,0,0.0753158720688017,0.1031523709547,0.18328441682658,0,0,0.0556456642591164,0,0,0.131790830417363,0.135776509820378,0.0945293063585013,0,0,0.129525763238412,0,0.104621147384715,0,0,0.274577210986479,0.047116040819822,0.0590926628476503,0,0,1.62104130236633,0.0491224637080706,C3506,M0111
1976,5,0,0.299487584703222,0.271694221663354,0.037421325001462,0,0,0,0,0.0859001170246938,0,0,0,0,0.190513883899213,0,0,0.0794689651064195,0.0269477936793135,0,0,0.122984241110354,0.032617216964102,0.0908299983799443,0,0,0,0,0.0606560737371088,0,0.183326823895972,0.048155843302753,0,0.25776090422796,1.78776499269587,0.0541746967483597,C0600,M0610
2000,0,0,0,0,0,0,0,0,0.516980489076194,0.0515172950339671,0,0.225299258831029,0.172129239539894,0.108771686847956,0.0380644688034467,0,0,0,0.0437197786175464,0.130704191419247,0.108074139257188,0.184016079026366,0.0749778273065615,0,0.502253615378424,0.0656055575532252,0.0505957202873291,0.201386269971111,0.206299737528804,0.289438486654602,0.076820177784788,0,0.118475685000308,0,3.16512970391799,0.0959130213308481,C1519,M0852
2002,0,0.0759105412519819,0,0,0,0.0813184386651518,0,0,0.103005026467305,0,0.0892323366483164,0.037681869826569,0.0256489932819563,0.340707712694459,0,0,0,0.113352466984447,0.137195516136656,0,0.0570357748700592,0,0.0796329018973298,0,0,0.0870099928402822,0,0,0.125430835173859,0,0.123528273754522,0.165765909433405,0,0,1.6424565899263,0.0497714118159485,C2589,M0852
2003,0,0,0.104842911163487,0.205459560200752,0.038943502382689,0.020140942061933,0,0,0.14339769941871,0.038320303526904,0,0.0936110797217816,0,0,0,0.250237382256813,0,0.0389105038033595,0.225422987542019,0.0587565671479821,0.021779732053944,0.1024451878029,0.0316333726721176,0,0.0536496405651466,0.142541738687109,0.172641455831333,0.11972323395763,0,0,0,0.178008804007143,0,0.284086453221346,2.3245530580251,0.0704410017583363,C0662,M0852
2004,0,0.0762664583214329,0,0,0,0.020140942061933,0,0,0.15024450039084,0,0,0.122669560168367,0,0,0,0.102895370403586,0,0,0.192249300352969,0.0587565671479821,0.0766265499441484,0.0671320818598804,0.0794193432829159,0,0,0.095382847558871,0,0,0,0,0,0.178008804007143,0.0534338471785684,0,1.27322617267864,0.038582611293292,C1115,M0852
1999,0,0,0.117694525384587,0,0,0.0680071317897982,0,0,0,0,0,0.204170567145269,0.251102708088284,0,0.136864121196389,0.102761110417509,0,0,0.19693814303272,0.129925298562785,0.0255601230066374,0.224150702968028,0.0375786632509713,0.0708604407170905,0.151298921196307,0,0.0645545824052115,0,0,0.0517810833330929,0.076820177784788,0,0.119299752574883,0,2.02936805285435,0.061496001601647,C5749,M0852
1984,0,0,0.0959511433051396,0,0,0.0647808519360477,0,0.103202614675173,0.0660178975596824,0.104502618621759,0,0,0,0.045360054821181,0.0936551183763235,0,0,0.216839058664447,0.100529221183875,0,0.0388027021702938,0.0877550178642471,0,0,0.0549671692874389,0.115605857679505,0.183145811668379,0,0.234324600643564,0.181763689466981,0.0759758071209277,0,0,0.0692938750955582,1.93247311014052,0.0585597912163795,C5188,M0257
1981,3,0,0,0.0538004555944044,0.185122777075794,0.0401564421326759,0.153020412930102,0,0,0.160532343194725,0,0.0636876805426462,0.0624236842063968,0,0.120727149344721,0.0454327231006814,0,0,0.055027450175928,0,0,0,0,0,0.0423042225436373,0.181316981692255,0,0,0.0856522318255209,0.154823444668045,0.0523520948752294,0.155629291041753,0,0.0971656772985915,1.70917506224311,0.0517931837043366,C0290,M0733
1971,15,0.125118899005175,0.139348971884239,0,0.0662731304422966,0.0235491959163912,0.0930069558476732,0,0.0593507024117509,0,0,0,0,0.0563825383193851,0,0.0459425371296209,0.42363191403994,0,0.0254036981754812,0.0256271660791735,0,0.0414605863156126,0.108921870639741,0,0,0,0.0968888723914632,0.160888544821865,0,0.0542839060879284,0.0623114180264616,0.314380829335892,0,0.0844912141896158,2.00726295105971,0.0608261500321123,C1916,M0890
1996,5,0.15999914417272,0,0,0.0712622883997855,0.0336317443752246,0.0493545104130372,0.126571425999153,0,0.064050352197347,0.0556975367137752,0.0393726036490322,0.0270037905557738,0.207250838008046,0.05565938895913,0.0872159413120165,0.345561592287307,0.338496753172704,0.2761506979773,0.0414935059041637,0,0.0481779586868972,0.0624675138197782,0.127143597905657,0.206483251586107,0.058760408271458,0.0869083453759097,0.101234043873692,0.0638606886734698,0,0,0.499716693228867,0,0.354388076854031,3.58791269237238,0.108724627041587,C4999,M0156
1998,0,0,0,0,0.0473175509581817,0.15269621545876,0,0,0.279596801712782,0.330420892906479,0,0.0625076860010809,0.207004789467136,0,0.361379296734991,0.424175767280311,0.0805984651987465,0,0.0546285991892662,0.159638347476,0.303012976343256,0,0.0563735918500703,0.308266443129948,0,0.0455890287424741,0.231213285908479,0,0,0,0,0,0.339470583534799,0.0412145047814414,3.4851048266742,0.105609237171946,C1562,M0156
1999,0,0.209832424912528,0.532018972608943,0,0.305292278365114,0.621067750889956,0,0,0.0812389300606518,0,0.0823781733222217,0.0625076860010809,0.166776228072514,0,0.281528038728321,0.0650552571888181,0,0.500821611966408,0.273309181869665,0.086431225611559,0.0961803079953952,0.0346298249517144,0.116715245796192,0.0793238043282392,0.378988776775239,0.230752041669951,0.231213285908479,0,0,0,0.1316108464141,0,0.339470583534799,0.448466769435889,5.35560924640778,0.162291189285084,C1209,M0156
1983,2,0,0,0,0,0,0,0,0.174267475141256,0.0305042697540176,0.130228959740236,0.0886314564672694,0.352028798072847,0,0.0341718363214706,0.145999008330822,0.333506845690659,0,0,0.0515789967817973,0,0.0309798734118817,0.0576407792911557,0,0.220184310494303,0.0633077044059471,0.145312739026149,0,0,0.0434128025027694,0,0,0.0750377803729828,0.055111482922559,2.03190511872812,0.0615728823857007,C5916,M0794
1984,0,0.259046760574992,0.379095630003438,0.0509683909787331,0.039758015736018,0.136627492660523,0.0670432926705191,0,0.133670974806436,0,0.286559013547907,0.0294170370271308,0.289538616395018,0.0460229988426883,0.156834694128339,0,0.124128513944552,0.0435193534955824,0.0468707196997029,0.1332278070534,0.125095839285923,0.191856763143069,0,0.0873795289218655,0,0.230037699342517,0,0,0.450581255470675,0.134682952467933,0.0606159712009776,0,0.291860708783498,0,3.79444003018144,0.114983031217619,C5030,M0649
1981,0,0,0,0,0.0670935499666432,0.0327351873705146,0.152655160285772,0,0.110624619069298,0.0402869435830336,0,0.0422965548015521,0.187201556614551,0.426584706457246,0,0.0765141170195337,0,0,0.145707557380598,0,0.0228992539753689,0,0.0340314050441044,0.205377094580091,0,0.310674374838003,0.455320483460883,0.0419908144148913,0.085101600558002,0.18406135355972,0.0310158738622087,0.107078558339389,0,0.102108546587033,2.86135931176844,0.0867078579323769,C4005,M0913
1976,16,0.0590298211526287,0.207583138144555,0.167368044068899,0.039125429906697,0.0637958607022196,0.0835283633038073,0,0.139916941059466,0.0532038340864074,0.184713902447133,0.0465983525319662,0.0441759804356503,0,0,0.10702830259781,0.1009949963531,0.102767089513533,0,0.300309843581775,0.0775094382232896,0.231334030423063,0.0559601379928311,0.195359169447569,0,0,0,0.0699183697472828,0.358364470386953,0,0.0764568859812242,0.0949945910701488,0,0,2.86003699315801,0.0866677876714548,C4543,M0954
1982,0,0,0,0.166954985414588,0,0.0609191324074501,0,0,0,0.293557727040597,0,0,0,0,0,0.0293094361676517,0,0.0594086926607521,0.119291199266273,0.0344054002612724,0.135796391303606,0.146584270106309,0,0,0,0,0.0839356888124007,0.0584504472029121,0,0,0,0,0,0,1.18861337064381,0.0360185869892064,C4939,M0954
1995,0,0.0839672332476741,0,0,0.357277173696416,0.634008586839719,0.0483123917895403,0.137824750191131,0,0.0548787804897721,0,0.525984414109241,0.0875969002243173,0.510671025349032,0.761440590476592,0.099903600288975,0.114720549693848,0,0.173798051225354,0.177898070576558,0,0.125733873266998,0,0,0.0909993815641617,0,0,0.124131138021211,0.256707652909208,0.570288885227962,0,0,0.0565398228621329,0.7186936105581,5.71137648260795,0.173072014624483,C0190,M0987
1996,0,0,0.0580171972808728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025796557975998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838137552568709,0.00253981076535972,C0990,M0987
1998,0,0.0334739973627155,0.0530261427720376,0,0.263508504158905,0,0,0,0,0.181867930289719,0.0796592241801237,0,0.195033795318344,0.0865981019500333,0,0.110014825111098,0,0.0659799746760319,0,0.0312773918405932,0.0775839334739744,0.0414756808883218,0,0.0740217873298482,0,0.148918537775293,0.104621147384715,0.173897731802008,0,0,0.21407703011323,0.071158087389644,0,0.0510961462045985,2.05728997002123,0.0623421203036738,C0974,M0987
1972,0,0.0304627111102684,0,0.0458205089807093,0,0.12319843921192,0.258259928070091,0,0,0.0806015381859537,0.147688792810323,0.225933245278799,0.0279757750900992,0.0759693003492358,0.174192582761915,0.237738435096663,0,0,0.0710283216163949,0.139707125273324,0.0875766351531913,0,0.0573614780772135,0.144743461178375,0.0548792521303366,0.157160172549074,0.271930177010023,0,0.198013684709624,0,0.0868939816487,0.180033840205338,0,0.0843253488001517,2.96149473529772,0.0897422647059916,C4104,M0986
1999,0,0.0618906130360046,0,0.401222687989084,0,0.0653218761794044,0.0624608060304394,0,0.508840716494909,0.0784713068948328,0.0580354499496274,0,0.063033016139495,0.138421445324652,0,0,0,0,0,0.0944152030797543,0.0249953668410024,0.0608711406157563,0,0,0.0415622112316856,0.146653775117175,0.18600007075849,0.0975257183021718,0.0665868572426757,0,0.125463842366695,0,0.05645405627521,0.0516270238678745,2.38985318373694,0.0724197934465739,C5588,M0226
2006,0,0.0413323113322522,0,0.106462632316661,0,0.0370191308089998,0,0,0.302476892336247,0.110727096509396,0.246164329996712,0.0785189910791498,0,0,0.0544644376693404,0,0,0,0.0237388970354526,0,0.40237625162079,0.0815914605737368,0,0,0.16152347574484,0.182177041943964,0,0.340539659867799,0.122830127876809,0,0.0545187943385088,0.0847039756005986,0.0586127514928076,0.0912843959206973,2.58106265406476,0.0782140198201443,C2085,M0054
