AgeHrs,CaptureWt,BirthWt,MotherStatus,mum_age,mum_age_sq,BirthYear,Sex,FROH_chr1,FROH_chr2,FROH_chr3,FROH_chr4,FROH_chr5,FROH_chr6,FROH_chr7,FROH_chr8,FROH_chr9,FROH_chr10,FROH_chr11,FROH_chr12,FROH_chr13,FROH_chr14,FROH_chr15,FROH_chr16,FROH_chr17,FROH_chr18,FROH_chr19,FROH_chr20,FROH_chr21,FROH_chr22,FROH_chr23,FROH_chr24,FROH_chr25,FROH_chr26,FROH_chr27,FROH_chr28,FROH_chr29,FROH_chr30,FROH_chr31,FROH_chr32,FROH_chr33,FROHsum,FROH_sum_div,Day_seq,Code_anon,MumCode_anon
24,8.39999961853027,8.03999961853027,Summer yeld,15,225,2014,2,0,0,0,0.0864934451684757,0,0,0.131361041707679,0,0.223074894573651,0,0.0730935785514564,0.0251211514863274,0,0,0.0293439386152169,0,0.0552190556435705,0.13039994227502,0,0.115872988088089,0.152016734945449,0,0.0634063456827257,0,0,0.430421334808715,0,0.178023175019749,0.0863172958366264,0.0325884871058267,0.0456787488273945,0.0561952058239188,0.272837459230169,2.18746482339006,0.0662868128300018,27,C4656,M0549
3,7,6.955,Naïve,3,9,2010,2,0.124172708682472,0,0.0518909477174584,0,0.0196548914503046,0,0,0,0.125046159841578,0,0.047921601205655,0.0582201904294476,0.486705920412384,0,0.0334965440030651,0.0990656799271566,0,0.062900914793835,0.0526735131223106,0.028773267286696,0.0896474460084804,0.0601691902805274,0.0771167203685133,0,0,0,0.0929752107748945,0,0,0.0424079112993972,0.259973186817633,0,0.156923017381009,1.96973502180282,0.0596889400546308,38,C5603,M0443
24,5.09999990463257,4.73999990463257,Naïve,4,16,2020,2,0.113972443086178,0,0.129336751111886,0,0,0.209198186833179,0,0,0.0373601004441069,0.0607237892610529,0.32047918095629,0,0,0,0,0,0,0.0820866546565314,0.0827170630140927,0.126991462790346,0.14865024989724,0,0,0,0,0,0.132690879928783,0.0408861894422327,0.0843877598775717,0.0635319230302594,0.243530772353711,0,0.0601901634020546,1.93673357008552,0.0586888960631974,36,C5735,M0386
48,6.69999980926514,5.97999980926514,Winter yeld,5,25,2021,1,0,0,0.184276864051822,0,0.0861057974963459,0.288984991312303,0,0.0465392033297552,0,0.194845702603923,0.0276476601432888,0.232753124154257,0,0,0,0,0.24625339717952,0.0892937694590728,0.0840781149233038,0.0621745990296147,0.178730031542506,0.0852787747722722,0,0.0709590307025226,0,0.189009226543106,0,0.0793087389983088,0,0.16397488496417,0.136535683475682,0.0541337063567246,0.0537395289357385,2.55462282997424,0.0774128130295223,58,C3589,M0386
22,6.40000009536743,6.07000009536743,Naïve,4,16,2020,2,0,0,0.30895544926193,0,0,0,0,0.0480771556312387,0.170249042820393,0,0.0991335831660349,0.198928949925565,0.180915120733664,0,0,0,0.110979351627975,0.0904947511812849,0.0421787565271967,0.149597099471822,0.106926490904424,0.06733478418227,0.0944892048545928,0.0883812736874225,0,0,0,0,0.0863037137403512,0.0953681646586253,0,0.183276495739602,0.127194990227343,2.24878437834174,0.0681449811618708,29,C2273,M0296
3,6.40000009536743,6.35500009536743,Winter yeld,5,25,2021,1,0,0,0,0.0379532731679741,0.177295075287235,0.0684058198554362,0,0,0,0.180752323289734,0.0808424621245439,0.132860088830347,0,0.0677450462407342,0.148085121064871,0,0,0.0528868234583664,0.0739728568667345,0,0,0,0,0,0,0,0,0.245909142950977,0.136901272651831,0,0,0,0,1.40360930578879,0.0425336153269329,36,C4444,M0296
20,5.90000009536743,5.60000009536743,Naïve,4,16,1991,1,0.165459903908228,0,0.0472128924140014,0.0448823464548281,0.0196436414468353,0,0,0,0.222947785551121,0.0561467140122624,0,0,0.176508083689838,0.116293024336877,0,0,0,0.0770366810044862,0.312465286388947,0.0509266534406791,0.189158764008946,0.10906755502888,0.137283765144956,0.183029280099218,0,0.112984768905032,0,0.214156036937725,0.0527421185887016,0,0,0.0894744985497598,0,2.37741979991132,0.072043024239737,38,C3110,M0243
4,5.09999990463257,5.03999990463257,Winter yeld,5,25,1992,2,0.270238362791947,0.285407888351835,0.0519800114198464,0.0452947746679379,0.0330921597761113,0.51614860499702,0,0.047469515892907,0.0246091434012058,0.0850535119732854,0.0413474344412857,0.109555268849137,0.0733573995535824,0.043235617143434,0.0368479553937741,0.0704882574918916,0,0.041243066890013,0.0997497619318613,0.118179296906317,0,0.0357797924371945,0.0417358142057401,0,0,0,0.0597686302202594,0.316743256565381,0.0912469851196686,0,0,0,0.166605247180654,2.70517775760229,0.0819750835637057,39,C4764,M0243
6,7.80000019073486,7.71000019073486,Summer yeld,6,36,1993,1,0,0,0,0.18413643196862,0.435988296553119,0,0.137824750191131,0.337154875324955,0.0283715139630587,0,0.0827570299232055,0,0,0,0.430828227960773,0,0,0.135967659699317,0,0.0789854503232937,0.224326351083157,0.0592953285584839,0.250283957345114,0,0.0386155145454774,0.289306546198304,0,0.202048053112177,0,0,0.161103365137041,0,0,3.07699335188723,0.0932422227844615,53,C0799,M0243
7,7,6.895,Milk,7,49,1994,1,0,0,0.0606798970871157,0.20621858709842,0.110755230394505,0,0,0.146300336381617,0.118711870767846,0.0675167508577477,0.0916795747584418,0.120122049896852,0,0.0923012891248611,0.312317302608847,0,0.101855585882487,0,0.0399684715232987,0.0398313099430356,0.139652782419126,0.0559601379928311,0,0.0616790306131674,0,0.295086782848054,0,0.178646395149622,0.0912469851196686,0.197332253678586,0.160837404788171,0,0,2.6887000289343,0.0814757584525546,38,C3990,M0243
3,8.5,8.455,Milk,8,64,1995,2,0,0,0,0.281041627449788,0.0365581107130058,0,0,0.146300336381617,0.0591205234955975,0,0.0412243228492026,0,0.0826419133943331,0.0923012891248611,0,0,0,0,0.0671658863653842,0.0180503290878609,0.139652782419126,0.2006249111313,0,0.0976727224140373,0,0,0,0.245676740510245,0.101837867787797,0.0476780381003599,0.236401918452674,0,0,1.89394931967719,0.0573924036265815,39,C2285,M0243
5,7.59999990463257,7.52499990463257,True yeld,10,100,1997,2,0.118199740747937,0.0556126514590038,0.129677180330903,0.041909360350041,0,0.191835233002622,0.065730457683034,0.050635788996643,0.0629620740379297,0.0768256361115523,0,0.0366572783591451,0.173465576865836,0,0,0.0568452237247815,0,0.0711901185329984,0.0845942154685905,0,0.0483736849796938,0,0.161188163760728,0,0.103370510042956,0.200152168752719,0,0,0,0.0648744379302119,0,0.117254544930339,0,1.91135404606767,0.0579198195778081,43,C3661,M0243
48,7.40000009536743,6.68000009536743,Naïve,4,16,1989,1,0,0,0.348533747400481,0.12426228869073,0.0280716082608686,0,0,0.0839976202183406,0,0,0,0.0896793215662694,0,0,0.0525965912112939,0,0.193549033574698,0.0208187922638191,0.0866293663937375,0.0936784766390337,0,0.0865760495866003,0,0,0,0.217412560415961,0,0.123394043279027,0.0504487832010109,0,0.0513074362789057,0.052996322719297,0.102277929225388,1.80622997092546,0.0547342415431958,38,C4312,M0626
144,10,7.84,True yeld,6,36,1991,2,0,0.233082233759608,0.0758388972785803,0.0892805614528366,0.0389264739103737,0,0.0711477769452106,0,0.0357167057318587,0,0,0.0780398552440103,0,0.0463600946353432,0,0,0.0453312952766441,0.0250209481645981,0,0.0320867201065137,0.177656340209914,0.212341758966547,0,0.0414109077170726,0,0.308336020109331,0,0.105413772751586,0.354656544857743,0.0354059330847473,0.129751311032444,0,0,2.13580415123496,0.0647213379162109,36,C4165,M0626
12,7.30000019073486,7.12000019073486,True yeld,14,196,2001,1,0.0256734698494585,0.0560929744078771,0,0,0,0,0,0.156353055529944,0.0344281991917864,0,0.260102314225813,0,0,0,0.0324980125772256,0,0,0,0.0581176686488417,0.0240407292547916,0.0744509010747108,0.0325880265044249,0.119906006283958,0.0587707137436492,0,0,0.0545751670762331,0,0,0.0703803476663696,0,0,0,1.05797758603508,0.032059926849548,36,C5236,M0308
7,6.5,6.395,True yeld,16,256,2003,1,0,0,0.202702613433366,0,0.154966586376569,0,0,0.217722083553247,0.0820789265279866,0,0,0.0274170184171009,0.115113797746902,0.0306678660006279,0.176536765624353,0,0.0970653084075586,0.027753915866637,0.161061636469681,0.113615148367626,0.0314228032823412,0.17655571143085,0,0,0.0877929394394329,0,0.232457580662177,0.10563066926667,0.15257530974394,0.126356114415096,0.336546928742529,0.229454642819114,0.0466148307383853,2.93210919733219,0.0888517938585512,40,C0332,M0308
48,8.80000019073486,8.08000019073486,True yeld,19,361,2006,1,0.0506830496000215,0,0,0,0.0343540599014004,0,0.0666317672742292,0.118957715244419,0.0620659403914551,0,0.161772040734762,0.237378501558393,0.182750353955551,0.136464404419799,0,0,0,0,0.149261968143141,0,0.0417933617447534,0.0316018525668158,0.18730932408837,0,0.0720314910041012,0.113305042070402,0.100961469753139,0,0,0.152208488171746,0.0930229898278912,0.156932025040627,0,2.14948584549102,0.065135934711849,92,C5234,M0308
7,6.19999980926514,6.09499980926514,Naïve,4,16,1991,1,0.124787386700001,0,0.135257151076834,0,0.0360569289951282,0,0,0,0.0970270733468821,0,0,0.0274170184171009,0.0408713136121896,0.0709193613179393,0,0.0786314171636442,0,0.0688216530692932,0.281118935233438,0.0435253491288146,0.0339156480056338,0.0316018525668158,0.0769974299761405,0,0,0,0,0.097328364745858,0,0,0.215599352965762,0.229246582268516,0,1.68912281858999,0.0511855399572724,31,C2726,M0308
4,7.40000009536743,7.34000009536743,True yeld,6,36,1993,2,0,0,0.117494196761322,0,0.0744221271717312,0,0,0,0,0,0.0302659095150425,0.181426401647106,0,0,0.082972012789403,0,0,0.0745864384860233,0,0.0478193308739943,0,0.0693755537494848,0.0347448600974472,0,0,0,0,0.0500021200236019,0,0.112223605008779,0.317434343429217,0,0.0394931959513566,1.23226009550451,0.0373412150152881,39,C1168,M0308
8,6.40000009536743,6.28000009536743,Milk,7,49,1994,1,0.173318459409453,0,0.0773799947170455,0,0,0,0,0,0.0378367843413204,0,0,0.0679094407388738,0,0.0320739690151004,0.0301970350011503,0,0.217809624300485,0.0312457285204535,0.0334810240944628,0,0.04255441572497,0.0352601183876984,0,0,0,0,0.445462653842399,0,0,0.339722141342473,0.0496834522635704,0,0.111183540384573,1.72511838208403,0.0522763146086069,30,C5508,M0308
10,6.5,6.35,Milk,8,64,1995,1,0,0,0,0.0391229859738621,0.0624397826125319,0.18305919775768,0,0.107699627887543,0,0.0640783900010899,0.127442722387466,0.114790587888123,0.0566029054123059,0,0.0494328824832933,0,0,0.119653817094108,0.0531025807589355,0.198015478877063,0.0678480797385419,0.0315637745090805,0,0,0,0,0,0.119217728847692,0.0871203333579672,0,0,0,0,1.48119087558728,0.0448845719874934,40,C2822,M0308
12,7.59999990463257,7.41999990463257,Milk,9,81,1996,2,0.0429707515995134,0,0,0,0.0348182190155128,0.239610190157235,0.0765705056323296,0.0511859541530233,0.0993451930447204,0,0,0.0750665397007746,0,0,0.589652586378572,0,0.0466347320982494,0.162248300502251,0.0444858798637541,0.0896126991278308,0,0.0910268608489972,0.265194022478321,0,0,0,0,0.300132044298907,0,0,0.325334524031393,0,0,2.53388900293138,0.076784515240345,50,C2070,M0308
24,6.90000009536743,6.54000009536743,True yeld,11,121,1998,1,0.15593959026806,0,0.0978520967878079,0,0.0797843047817695,0,0,0,0.0257793721113217,0.0914697233986674,0.0318012068422233,0.0362893283492514,0.0789313499768473,0,0.12600411762492,0.317241569780675,0,0,0.0564168488103063,0.0397790518688101,0.0348979333145977,0,0.0508851126945204,0,0.0549262845986237,0,0.0603509638645613,0,0.0855786399610241,0.0373999717812236,0.359142682896634,0,0,1.82047014971184,0.0551657621124802,25,C2743,M0308
5,7.30000019073486,7.22500019073486,Milk,12,144,1999,2,0,0,0,0.310515224683256,0,0,0,0,0.0542559398997701,0,0.0719377066383721,0,0.0980572323475394,0,0.0635073316479468,0.408642330853614,0.0430178720428347,0.134299177200382,0,0.0866598447588227,0.179792809259433,0.140594544433546,0.0836497353425121,0,0,0,0,0.155632789290272,0,0,0,0,0.346716767923094,2.17727930632139,0.065978160797618,36,C0208,M0308
8,7.59999990463257,7.47999990463257,Naïve,5,25,2013,2,0.0726750129551559,0,0,0,0.08459107654771,0,0,0.0720290457612406,0.0985495837058755,0,0.0256356043876146,0.0614085008036619,0.0389184912348417,0,0.186589618848764,0.19422770871181,0,0.333070923208086,0.0625546012950889,0,0.199842882269844,0.0759398428190427,0.072734355962047,0.217018050242624,0.0420195732750235,0,0.0401452775886474,0.0899970294810373,0.161629047292169,0,0.058520647807124,0,0.151531742982143,2.33962861717955,0.0708978368842288,27,C5262,M0352
72,6.09999990463257,5.01999990463257,Naïve,5,25,2011,1,0,0,0.474996238289354,0.181731587511852,0,0.396701828606687,0,0,0.11433345844949,0.0893524448181143,0.2208840237381,0.257085431519464,0.0700612038599558,0,0.0717271467413846,0,0.081477104013616,0.240767161801489,0.125037307727599,0.0228866098629087,0.0382783868324723,0.0837727287652889,0.046144308542997,0.118759688147498,0,0,0,0,0.16088336511272,0,0.0453826995956018,0,0.192999716603028,3.03326244053962,0.0919170436527157,30,C2286,M0131
15,4.69999980926514,4.47499980926514,Milk,7,49,2013,1,0.193324750504811,0.10218593858649,0.178547230481376,0.124224087692965,0,0,0,0,0,0.138026038547442,0.0685117220431737,0.029307903452868,0,0.253808302782563,0.100485892827686,0.2367217504887,0.249805493433467,0.0904132842193939,0.0804502904303187,0.0600155636110646,0.128034968997605,0,0.0375275283659754,0,0,0.146848766247328,0.325703738018093,0.0855460208959283,0,0,0.0664661611178477,0.119299752574883,0.0954855038919178,2.9107406892119,0.0882042633094515,38,C0478,M0131
18,5.19999980926514,4.92999980926514,True yeld,9,81,2015,2,0,0.157934481880315,0.0472383315137186,0,0.0251597719407608,0,0.0667897874721044,0,0,0.185399207601682,0.131423382179025,0.32978464924313,0.214892040976558,0,0.200195629302602,0,0.0430178720428347,0,0.0467435591978156,0.0323750016133306,0.0637561087945401,0,0,0.183752066077625,0,0,0,0,0.0571940976287354,0.258225992583627,0.238676746756627,0,0.0492082660139459,2.33176699281898,0.0706596058429993,45,C4463,M0131
24,5.69999980926514,5.33999980926514,Milk,10,100,2016,2,0.127409827062909,0,0,0.0419070473421794,0.0722384169006991,0,0,0,0.153434233429928,0.0993256548504352,0,0.102830878219301,0.139224978147911,0.209435847593604,0.111957637962865,0,0.251008972076443,0.0278218739110721,0.186777893814901,0.0806513227831247,0.169706567855837,0,0.109778770940962,0.148096416234475,0,0.103643288252229,0,0.0602179769580391,0,0.0301307829610657,0,0.122600617511768,0,2.34819900480975,0.0711575456002954,31,C4480,M0131
48,6.09999990463257,5.37999990463257,Winter yeld,11,121,2017,1,0,0,0.438389839254787,0.129284221533201,0,0,0,0,0.146450245639758,0.0739588022163454,0.110524431656686,0.0956810457028735,0,0.0956081983770453,0,0.0627911348558282,0.240091814599341,0.149606991083439,0.0598692699879204,0,0.074207231543833,0,0.207124884520223,0,0,0,0,0.151791840996334,0.043685777543958,0.348641973125896,0.20887628209002,0.0537701364343468,0,2.69035412116184,0.0815258824594496,32,C1310,M0131
24,6.80000019073486,6.44000019073486,Summer yeld,13,169,2019,1,0,0,0.165794829990819,0,0,0,0,0,0.120727068712557,0.0487937018991257,0,0.0405376302074314,0,0.0567290546070826,0,0,0,0.0325772275352129,0.152440575678267,0,0,0,0,0,0,0.0702396410860592,0,0,0,0.101525134143019,0,0,0.0495410557495295,0.838905919609102,0.0254213915033061,24,C2941,M0131
4,6.30000019073486,6.24000019073486,Milk,14,196,2020,2,0.0381181988450679,0.0548611743336441,0.231085810057646,0,0,0,0,0,0,0.214646084905824,0.165648792134671,0,0.347813051614823,0.0567290546070826,0,0.0627911348558282,0,0.0791013985784628,0.03899244535072,0,0.0405500840857549,0,0.179376349683508,0.0951852267343272,0,0,0,0,0.137584047454652,0,0,0,0.095674792394069,1.83815764563608,0.055701746837457,36,C4253,M0131
72,7.40000009536743,6.32000009536743,Winter yeld,15,225,2021,2,0.0732513377534437,0.157934481880315,0.244328732245778,0,0,0,0,0.0537609985674447,0.0451968770387672,0,0.0816584093066205,0.0367669846940972,0.0418800282197347,0.0528959921791595,0,0,0,0.053366338345905,0.0380824603154993,0.023448414316544,0.0727006853690739,0,0.0382607995487845,0.0614410246139418,0,0,0,0,0,0.0966362810167846,0.23145949316763,0.0735350655350531,0.0594412793406633,1.53604568345524,0.046546838892583,75,C2958,M0131
7,6.30000019073486,6.19500019073486,Naïve,4,16,2018,2,0.0514084900239966,0.0548611743336441,0,0.0374214559264353,0,0,0,0.105101367404874,0,0,0.100003140493142,0.031835167191265,0.10491453532339,0,0.122920907526122,0,0.0554841353891112,0.122956186859576,0,0,0.0983826273160421,0,0.104969291040782,0,0,0.158456938528932,0,0.192404486022767,0.0743976261883393,0.0802711192842389,0,0,0.0851799898541867,1.58096863870684,0.0479081405668741,43,C2081,M0165
6,7.90000009536743,7.81000009536743,True yeld,6,36,2020,2,0,0,0,0.0414228286020442,0.0654302056982989,0,0,0.186969950273983,0,0,0,0.0813141735457266,0,0.170004291345406,0,0.183480837681926,0,0,0,0,0.109228664818795,0,0,0,0.0431626157023368,0.0592673352350661,0,0,0,0,0.171796845372759,0,0.0437304975482632,1.15580824582461,0.0350244922977153,28,C0585,M0165
120,8.5,6.7,Naïve,4,16,2016,2,0,0,0,0.211263868227797,0.298720377408824,0,0,0.254962632095254,0.0596245394325735,0.0823781733222217,0.0722127394651441,0.213958088122033,0,0,0,0,0,0.110636841298645,0.0408312880397147,0,0.191864238550506,0.0446823235237819,0,0,0.0947282798019233,0.0822001058497412,0.281776291064334,0.0939370727587284,0.0806684141669859,0,0.141095544927614,0.0821014628678348,0.301434646742145,2.7390769276658,0.0830023311413879,29,C5716,M0415
24,6.19999980926514,5.83999980926514,True yeld,6,36,2018,1,0.0281365999366945,0,0.0514225532030306,0.134192584234946,0,0,0,0,0.118787596649269,0,0.0334391439683885,0,0.229536968765497,0.0423852197318447,0,0,0,0.129203381363936,0.190396338451449,0.0449057356936746,0.0805432982367347,0,0,0,0.107397591934355,0,0.0459670174928879,0,0,0,0,0,0,1.23631402966271,0.0374640615049305,36,C3136,M0415
48,8.10000038146973,7.38000038146973,Summer yeld,9,81,2021,2,0,0,0.0514225532030306,0,0,0,0,0,0.107456128499047,0,0,0,0.229536968765497,0.187884770703893,0,0,0,0.126045888576079,0.181146662262766,0.0449057356936746,0,0,0.0959346013317748,0,0,0,0,0,0.0393656671707621,0,0,0.152258741558357,0,1.21595771776488,0.0368472035686328,30,C0205,M0415
6,6,5.91,Naïve,4,16,2012,2,0.0785054369386728,0,0,0.0712622883997855,0.193919782755606,0.0995436415381964,0,0,0.299685945840547,0,0.135630664913865,0,0.0575967672362224,0,0,0,0.0396804768582985,0.0880566102357282,0.0469531208237112,0.070087890559658,0.0493951203391449,0.0825204510562013,0.0517464931213441,0,0.130507036958525,0.0721274008012669,0,0,0.108587385450858,0,0,0.0645990869610781,0.0682613797499249,1.80866698053863,0.0548080903193526,33,C4341,M0937
48,6.40000009536743,5.68000009536743,Summer yeld,5,25,2013,2,0,0.0932688533003185,0,0.0916559768850505,0.0991889578633495,0,0,0.141564563697269,0.21407428709879,0.0823781733222217,0.102032598241341,0.0301905017122774,0.237659903482123,0.195790608101542,0,0,0.0542408210144304,0.239527593395101,0.18066601410079,0.0541913746306555,0.0409421236825089,0,0,0.0780221976510887,0,0.238308774490752,0,0.0538774983087587,0,0.0993873448880893,0.508698696052944,0.0642163727112622,0.0507717272692433,2.95065496189991,0.0894137867242396,28,C3115,M0937
100,6.40000009536743,4.90000009536743,True yeld,7,49,2015,1,0.15702168242037,0,0,0.0561739853241833,0.0203346706836798,0.0795152325705757,0,0.0748385311680205,0.0392149516373728,0.0747347892184107,0.0739742045916721,0.0296777025582396,0,0.0674360923866165,0,0,0.0609565229258632,0.066384060749578,0.0524631003612938,0,0,0.0899553519921563,0,0.0877842132925799,0.0578847915902917,0,0.0497851787322062,0,0.0687640361397938,0,0.136012861946151,0,0.126082594080735,1.46899455436979,0.0445149864960542,24,C2392,M0937
8,6.5,6.38,Milk,8,64,2016,2,0,0.0666104870254772,0.0482562356451913,0.169397611288409,0,0,0,0.0646601076934693,0.0727729639373375,0.119598131476951,0.15894915090333,0.0464746060169747,0.0520771707963294,0,0,0,0.117739023457775,0.186218328038895,0.108476259257669,0.0348101214403143,0.0342929883637257,0,0.0617270258390176,0.0619022930014829,0,0,0.275960053793747,0.0622040094750217,0.119051873068315,0.10594214296989,0.0483537955258846,0,0.1073696701703,2.12284404918551,0.064328607551076,57,C5499,M0937
24,6.09999990463257,5.73999990463257,True yeld,10,100,2018,2,0,0,0,0,0.0215846677709975,0,0,0.0566699378040993,0,0,0,0,0,0.0900276620022066,0,0.159431522426877,0.106156231190603,0.0208479250911047,0.0791294850532639,0.106317473271521,0,0.235051459018033,0,0,0,0.0748330830620074,0,0.0622040094750217,0,0.190137741829194,0.0802830305334371,0,0.0443003044752517,1.32697453300362,0.0402113494849581,35,C4572,M0937
15,6.19999980926514,5.97499980926514,True yeld,12,144,2020,1,0.028946767663947,0.0635665335314873,0.188135748120331,0.1353402870981,0.0548390843583588,0,0,0.144095097181151,0,0,0.0713588313422223,0,0,0.114878107011077,0,0,0.106156231190603,0,0.204398075722452,0.0616996288342783,0,0,0,0.0609479513536233,0,0.101982303697639,0.194977375805481,0.079544404208967,0.141567569642904,0.0356152536663121,0.130973680964094,0,0,1.91902293139303,0.058152210042213,26,C5682,M0937
24,7.40000009536743,7.04000009536743,True yeld,8,64,2020,1,0,0.0749559335119887,0.196457878373713,0,0.0665771494886658,0.0606723661406536,0,0.138333759619608,0.249051770063998,0.10628195853711,0,0.231838011799768,0,0.158271769653447,0,0.0826621873956073,0,0,0.037745940595719,0.0816347466567941,0,0.197830408018678,0.0473196836381535,0.171839102806599,0.101113880737393,0,0.102662791076532,0,0,0.125284151268326,0.245883070468273,0,0.0505447575594377,2.52696131741047,0.0765745853760747,27,C0144,M0290
